rxn_ID,subsystems,kapp,Pred_Control,Pred_FeEX,Pred_FeLim,Pred_ZnEx,Pred_ZnLim,FBA_Control,FBA_FeEX,FBA_FeLim,FBA_ZnEx,FBA_ZnLim,Vbf_Control,Vbf_FeEX,Vbf_FeLim,Vbf_ZnEx,Vbf_ZnLim,RES_Control,RES_FeEX,RES_FeLim,RES_ZnEx,RES_ZnLim
rxn00689_d0_r,,0.0242231693660907,0.004245280999999997,0.004197119999999999,0.003979445000000005,0.004055381000000004,0.0032483340000000055,0.0,0.0,0.0,0.0,0.0,1.1779599515660588,0.9612693713334984,1.2125248459867295,0.8406323171793642,0.9676264713238892,,,,,
rxn00692_d0_f,,0.0053289615306865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1465625200063032,0.9871860645383592,1.0262002665863974,1.2746395587664416,1.164189750396671,,,,,
rxn00692_d0_r,,0.0061547265222787,0.020135045,0.020106316,0.022575974,0.021970034,0.020527601,7.000442673029505e-05,0.0796262622985742,8.654142364318544e-05,0.00026289753581243094,0.0004954820829462613,1.3242315056502894,1.140158400253157,1.185218163343559,1.4721551006720734,1.3445902156490717,,,,,
rxn00693_d0_f,,0.0079382351351056,0.0028278820000000038,0.0019940139999999953,0.002482533000000002,0.0015633109999999978,0.0029627080000000014,1.1246612818964369e-05,0.012792415910261644,1.3903376257428455e-05,4.223599755674728e-05,7.96020395552936e-05,1.250663900246888,1.2258932018219857,1.3352382088982897,1.3812584218199506,1.4839398246894957,,,,,
rxn00693_d0_r,,0.0077517303326877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.221280187162448,1.1970914637152148,1.3038674653900582,1.3488064567842506,1.4490754122485168,,,,,
rxn00710_c0,{'Pyrimidine_de_novo_biosynthesis_in_plants'},0.0047642924766399,0.0,0.0,0.0,0.0,0.0,2.501797545443102e-05,0.02845659865752067,3.092791861346335e-05,9.39535455854173e-05,0.0001770739247250405,0.0561652856077859,0.0575553700483397,0.0965466590590899,0.0804648357704412,0.0716402244622417,11.788798837009358,12.080570269466456,20.26463730605794,16.889146954132627,15.036907329578122
rxn00711_d0,{'Pyrimidine_de_novo_biosynthesis_in_plants'},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91038165022108,15.551398591622643,17.325516159680372,15.70673253140254,12.960194018454136
rxn00720_d0_f,,0.0955983497641305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1929136229049673,1.0643828236839916,2.451033627322982,1.454022567577104,1.528966365798266,,,,,
rxn00720_d0_r,,0.0955983497641305,0.003618479000000001,0.003588675999999999,0.004381180000000002,0.003660679,0.0035998819999999987,0.0,0.0,0.0,0.0,0.0,1.1929136229049673,1.0643828236839916,2.451033627322982,1.454022567577104,1.528966365798266,,,,,
rxn00737_d0,{'Branched-chain_amino_acid_metabolism_in_plants'},0.0011033816709346,0.0,0.0,0.0,0.0,0.0,1.9050384979062164e-05,0.021668786133708418,2.3550616925848243e-05,7.154260810632699e-05,0.00013483610781815015,0.0465315427897079,0.0373954138968876,0.0354798444248575,0.028386383059093,0.0288735764874241,42.17175617054824,33.89163956766746,32.155549942028166,25.726712530078306,26.16825822651744
rxn00747_d0_f,,0.1616222931473667,0.0,0.0,0.0,0.0,0.0,0.006413530149776359,7.295044868139784,0.007928584743340825,0.024085637880172216,0.045394119001829,19.329297766354788,19.329297766354788,19.329297766354788,19.329297766354788,19.329297766354788,,,,,
rxn00747_d0_r,,0.0091228822094679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0910555919003118,1.0910555919003118,1.0910555919003118,1.0910555919003118,1.0910555919003118,,,,,
rxn00770_d0_f,,0.0385016838314356,0.0,0.0,0.0,0.0,0.0,6.426635896551416e-05,0.07309951948721266,7.944786432816685e-05,0.0002413485574671394,0.00045486879745884303,1.766098022613298,1.4326818522377045,2.6486080642066514,1.9220228686453256,1.3035656324557174,,,,,
rxn00770_d0_r,,0.0337573322122637,0.04673147,0.045932176000000005,0.049318076,0.046140908999999994,0.045927405000000004,0.0,0.0,0.0,0.0,0.0,1.5484714364648635,1.256140314595331,2.3222345992697533,1.6851825177436424,1.142934379388583,,,,,
rxn00777_d0_f,,0.0772147430236448,0.016670227,0.015670776,0.018247604,0.016443253,0.016017914,0.0028345825235291605,3.2241848418395938,0.0035041899273799337,0.010645109106654591,0.020062800577631077,9.234535228971987,9.234535228971987,9.234535228971987,9.234535228971987,9.234535228971987,,,,,
rxn00777_d0_r,,0.0098465484945851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1776028177570097,1.1776028177570097,1.1776028177570097,1.1776028177570097,1.1776028177570097,,,,,
rxn00781_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00781_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00782_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00782_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,0.015850540013898358,18.02913495146906,0.019594879386711856,0.05952577723412561,0.1121880279395341,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00789_d0,{'Histidine_Biosynthesis_in_plants'},0.0002350336770686,0.0,0.0,0.0,0.0,0.0,8.721863002462151e-06,0.009920649073264044,1.078221015882204e-05,3.2754447084824246e-05,6.173219394083955e-05,0.0165727574775024,0.0151866987403077,0.0157465585556084,0.0132359140710181,0.0148736533493916,70.51226736610647,64.6149901993541,66.9970310297716,56.31496828921727,63.28307302552423
rxn00790_d0,{'Purine_de_novo_biosynthesis_in_plants'},0.0005446006319421,0.0,0.0,0.0,0.0,0.0,2.5017975454434326e-05,0.02845659865752429,3.092791861346748e-05,9.395354558542977e-05,0.00017707392472506405,0.0716521710761232,0.042833024222552,0.0096415737021846,0.0258329440650864,0.0632106871367873,131.56828485600855,78.65033881764624,17.703934106358734,47.43465679237752,116.06796509098648
rxn00791_d0,{'Tryptophan_metabolism_in_plants'},0.0008284690236602,0.0,0.0,0.0,0.0,0.0,5.508545054186664e-06,0.006265673098903658,6.8098169424139715e-06,2.0687019211468107e-05,3.898875406789897e-05,0.013308418841632,0.012115781731293,0.0198671736612043,0.0139035459606636,0.0139333963726705,16.0638701768641,14.624302641713868,23.980587196161903,16.782215826532735,16.818246638976465
rxn00799_c0_f,,0.0313002690313652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333861899801096,0.966085478560746,0.9037716758491156,1.0101259209842326,1.1483445427808971,,,,,
rxn00799_c0_r,,0.0353157711927412,0.042347549999999956,0.04351537999999999,0.04269392000000005,0.042671440000000005,0.04332881999999999,5.8987336621921204e-05,0.06709491610076616,7.292178975835446e-05,0.00022152349738948954,0.0004175045748104637,1.0531300253927642,1.0900242959347195,1.019716274092852,1.1397146735572374,1.295665321043865,,,,,
rxn00800_d0_f,,0.0834716309406977,0.0,0.0,0.0,0.0,0.0,8.721863002465493e-06,0.009920649073267626,1.0782210158826125e-05,3.2754447084836544e-05,6.17321939408625e-05,1.002420173826335,1.2574805484372285,1.7145291328156744,1.5217511696026818,1.073393490500467,,,,,
rxn00800_d0_r,,0.0819427611948683,0.002220034999999995,0.001442315999999999,0.0010811059999999983,0.001473065999999995,0.002400275999999979,0.0,0.0,0.0,0.0,0.0,0.9840598056497398,1.2344484841920669,1.6831257483368542,1.4938787140430334,1.0537331722042758,,,,,
rxn00802_d0_f,,0.2804644246921527,0.029646755999999996,0.029205323000000005,0.027589083,0.028063893,0.029871941,2.5247498165021455e-05,0.02871766836997429,3.121166098606086e-05,9.48155047192233e-05,0.00017869845614453726,1.2487726530844314,1.338175518132047,2.111078518650128,2.0732333035564383,2.1661410053544734,,,,,
rxn00802_d0_r,,0.2660888100936774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1847649829438711,1.2695853732860596,2.002872099227966,1.966966696027284,2.0551122775822805,,,,,
rxn00830_d0_f,,0.010639498397997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0973831862024792,0.8985356807390714,0.9257547088938,0.913767915402046,0.9681986221208736,,,,,
rxn00830_d0_r,,0.010639498397997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0973831862024792,0.8985356807390714,0.9257547088938,0.913767915402046,0.9681986221208736,,,,,
rxn00832_d0,{'Purine_de_novo_biosynthesis_in_plants'},0.0029040724677368,0.002229415,0.002570003,0.002996542,0.003368042,0.003330857,3.3739838456896425e-05,0.03837724773078831,4.171012877228951e-05,0.00012670799267025396,0.00023880611866590362,0.0843497139728604,0.0725414793414684,0.1024219392308013,0.0802710662944069,0.07589351937241,29.04531994637,24.97922491514157,35.268382717260444,27.640861991630324,26.13347986854979
rxn00834_d0_f,,0.0908103842500032,0.006657481,0.007194519,0.007094145,0.008064747,0.008235454,0.0,0.0,0.0,0.0,0.0,0.9709147159371228,1.28184455236447,1.200491292971228,2.1751386868927503,2.801528933814025,,,,,
rxn00834_d0_r,,0.0908103842500032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709147159371228,1.28184455236447,1.200491292971228,2.1751386868927503,2.801528933814025,,,,,
rxn00838_d0,"{'Purine_de_novo_biosynthesis_in_plants', 'Histidine_Biosynthesis_in_plants'}",0.0001408134003662,0.0,0.0,0.0,0.0,0.0,8.721863002465497e-06,0.009920649073267618,1.0782210158826129e-05,3.275444708483654e-05,6.173219394086249e-05,0.0202418365328774,0.0170649514394316,0.0180536499146357,0.015359980627125,0.0166930141878334,143.7493624912442,121.18840532962405,128.20974330337,109.08038998540462,118.54705691654154
rxn00839_d0_f,,0.0355595495182287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7757838820589541,0.5203429060271874,1.0102017014205418,0.5494008275005906,0.5448598779948244,,,,,
rxn00839_d0_r,,0.0355595495182287,0.006264567,0.006337106,0.005603313,0.006080389,0.006130338,0.0,0.0,0.0,0.0,0.0,0.7757838820589541,0.5203429060271874,1.0102017014205418,0.5494008275005906,0.5448598779948244,,,,,
rxn00863_d0_f,,0.0406533439260261,0.017341137,0.01719582,0.021295190000000002,0.021905898,0.0191046,8.72186300246216e-06,0.009920649073264093,1.0782210158822095e-05,3.275444708482443e-05,6.173219394084003e-05,1.095144229828725,1.165796644484272,0.9849574533678308,1.3468915626728315,1.416916939674379,,,,,
rxn00863_d0_r,,0.0399087356454061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0750855241171489,1.1444438663073642,0.9669169330807278,1.3222218426987924,1.3909646320818707,,,,,
rxn00899_d0_f,,0.0450272090066626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3663001800924108,2.4668530926640835,1.8220623192201724,3.986100420260603,1.515387637506779,,,,,
rxn00899_d0_r,,0.0450272090066626,0.004676817,0.0054068560000000015,0.00459980900000001,0.005268097999999999,0.004552603000000002,0.0,0.0,0.0,0.0,0.0,1.3663001800924108,2.4668530926640835,1.8220623192201724,3.986100420260603,1.515387637506779,,,,,
rxn00907_d0_f,,0.0321109812426183,0.030604957000000002,0.02967536400000001,0.03229939899999999,0.03191685600000001,0.031225444000000005,5.875781391133068e-05,0.06683384638831255,7.263804738575697e-05,0.0002206615382556836,0.0004158800433909676,1.6700364442183029,1.5198490617318996,1.88301673593338,1.6525451022680862,1.524101186924166,,,,,
rxn00907_d0_r,,0.0284058422667374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.477338591920899,1.344480643260621,1.6657440637646763,1.461865495763626,1.3482421352124654,,,,,
rxn00917_d0,{'Purine_de_novo_biosynthesis_in_plants'},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.01503260605733,39.1457831831843,31.7196953626287,38.50002716016403,40.070730956962
rxn00929_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00929_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00931_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00931_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,2.2034180216746507e-05,0.025062692395614546,2.723926776965582e-05,8.274807684587222e-05,0.00015595501627159585,0.0,0.0,0.0,0.0,0.0,,,,,
rxn00947_d0,"{'Polyunsaturated_fatty_acids_biosynthesis_in_plants', 'Fatty_acid_biosynthesis_in_plants_(plastidial)'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.48025649157024,59.95180363171456,123.68864040606424,59.48273807170373,69.03771561701669
rxn00974_d0_f,,0.0064389862269858,0.0,0.0,0.0,0.0,0.0,0.00011315469632141702,0.12870736823997908,0.00013988498969208667,0.00042494585296890566,0.0008008939898114243,1.5401474595015725,1.5401474595015725,0.5178194919773736,1.21868408491119,1.5401474595015725,,,,,
rxn00974_d0_r,,0.0051766906759087,0.003996848999999997,0.004046916999999997,0.003460467000000002,0.0038046839999999957,0.003987312,0.0,0.0,0.0,0.0,0.0,1.2382177429906545,1.2382177429906545,0.4163064248668043,0.9797738831616236,1.2382177429906545,,,,,
rxn00980_d0,{'Photorespiration_(oxidative_C2_cycle)_in_plants'},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.72226128993007,34.0983278648946,25.030397415485936,32.9129310912153,32.39471486682097
rxn01000_d0,{'Tyrosine_and_phenylalanine_metabolism_in_plants'},0.0,0.0,0.0,0.0,0.0,0.0,0.0001432221714088529,0.1629075005714941,0.00017705524050276288,0.0005378624994981693,0.0010137076057653706,0.0,0.0,0.0,0.0,0.0,182.75226664840108,169.3972948111752,166.59590731615847,180.60353012342716,190.90208959971835
rxn01007_d0,"{'UDP-D-glucuronate,_UDP-D-xylose_and_UDP-D-apiose_biosynthesis_in_plants'}",9.616741509712874e-05,0.0,0.0,0.0,0.0,0.0,8.951385713053283e-06,0.010181718785718389,1.1065952531422648e-05,3.3616406218635496e-05,6.335672536033547e-05,0.0228726618869713,0.0278204979521844,0.0218825562860259,0.0357661867271603,0.0330402644215085,237.84212005563444,289.2923546305768,227.5464746964927,371.91585830852017,343.5702663749252
rxn01011_d0_f,,0.0103845420376313,0.015774012000000004,0.015352248999999998,0.015009403000000004,0.014262437000000003,0.015225887,0.0,0.0,0.0,0.0,0.0,1.2419444205607475,1.2419444205607475,1.2419444205607475,1.2419444205607475,1.2419444205607475,,,,,
rxn01011_d0_r,,0.0103845420376313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2419444205607475,1.2419444205607475,1.2419444205607475,1.2419444205607475,1.2419444205607475,,,,,
rxn01018_d0,{'Pyrimidine_de_novo_biosynthesis_in_plants'},0.0101752636596878,0.041027058,0.043057825,0.033650577,0.03483817,0.03842018,2.5017975454431e-05,0.028456598657520666,3.092791861346334e-05,9.395354558541728e-05,0.0001770739247250404,0.0504202130154734,0.059127775173741,0.0643173209883029,0.0620505556804213,0.0553220770029009,4.955175089489546,5.810932979357797,6.320948836256103,6.098176691602791,5.43691828075913
rxn01019_d0,{'Arginine_metabolism_and_urea_cycle_in_plants'},0.0012735365159443,0.04221455,0.042171888,0.039012335,0.03997754,0.041686475,2.524749816502146e-05,0.02871766836997429,3.121166098606086e-05,9.48155047192233e-05,0.00017869845614453726,0.0610194199662226,0.0679967674842778,0.0914065678159681,0.079853876110796,0.0762796013244517,47.91336502901717,53.39208309536293,71.7738099156043,62.70246287487504,59.89588862938191
rxn01069_d0,{'Lysine_and_threonine_metabolism_in_plants'},0.0010695975569893,0.005593121,0.006144807,0.005811036,0.006538071,0.005628325,4.1084565195808675e-05,0.04673147852932297,5.0789884695504075e-05,0.00015429068495219922,0.000290791124089746,0.132868851748831,0.1080102776753129,0.1370091405716798,0.1097737774941339,0.1086895991672266,124.22321917303238,100.9821656467994,128.0941038770911,102.63091643843804,101.61728442345948
rxn01100_d0_f,,0.384297308619637,0.0,0.0,0.0,0.0,0.0,0.015850540013898358,18.02913495146906,0.019594879386711856,0.05952577723412562,0.11218802793953409,45.960225934578816,45.960225934578816,45.960225934578816,45.960225934578816,45.960225934578816,,,,,
rxn01100_d0_r,,0.0072132313218168,0.008244872,0.008164883,0.007784128,0.007729769,0.007582188,0.0,0.0,0.0,0.0,0.0,0.8626699532710281,0.8626699532710281,0.8626699532710281,0.8626699532710281,0.8626699532710281,,,,,
rxn01101_d0_f,,0.0144172768376813,0.07909536,0.07820618,0.08375293,0.08067548,0.07769704,0.00011636801426969928,0.13236234421434653,0.0001438573829085029,0.00043701328084228724,0.0008236374296844108,1.6172437726944595,1.261548122097743,0.9846563741719856,1.454519200457417,2.2820371059281146,,,,,
rxn01101_d0_r,,0.0114796358051628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2877167947678538,1.0044971151915667,0.7840243824120366,1.15814871843392,1.817052912617549,,,,,
rxn01102_d0_f,,0.0104067885275501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.213654989478393,0.7809468065580807,1.2537146896002884,0.5310520618769321,0.5962794528874054,,,,,
rxn01102_d0_r,,0.0104067885275501,0.031963346000000004,0.031105875000000005,0.030956384000000003,0.029439150999999997,0.03096509,0.0,0.0,0.0,0.0,0.0,1.213654989478393,0.7809468065580807,1.2537146896002884,0.5310520618769321,0.5962794528874054,,,,,
rxn01106_d0_f,,0.130301312114534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1561476367484085,1.198599596513392,0.6634540064396686,1.359542359330835,1.4318954771349053,,,,,
rxn01106_d0_r,,0.6192038333130301,0.00972414,0.009702206,0.007757902,0.010222435,0.009215832,0.001617607207432964,1.8399410124642923,0.001999731119377115,0.006074829387360964,0.011449210085180439,5.4941200279023406,5.695855649681979,3.1527945294459374,6.460670478199998,6.80449915628,,,,,
rxn01111_d0_f,,0.1486044042179981,0.019428253,0.018611908,0.021059036,0.020187378,0.019350052,0.008792257617800512,10.000719154073849,0.010869233944498739,0.033018809951164435,0.062230437727199474,22.16632543667925,19.636959269280805,26.57383610588173,19.214428394403512,19.12474302866779,,,,,
rxn01111_d0_r,,0.0058893228032844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8784709076842278,0.7782299092703215,1.053144419054557,0.7614846403154651,0.7579303306546732,,,,,
rxn01115_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0006666946174540099,0.7583291937660744,0.0008241864696929254,0.002503732695981354,0.004718776414209526,0.0,0.0,0.0,0.0,0.0,,,,,
rxn01115_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn01116_d0_f,,0.0082701960215044,0.002537251,0.00214088,0.002343655,0.001379371,0.00178206,0.0,0.0,0.0,0.0,0.0,1.063200272919622,1.0696269553843696,1.1002214433634774,1.0811039477908508,1.1043547129891569,,,,,
rxn01116_d0_r,,0.1358299126804857,0.0,0.0,0.0,0.0,0.0,0.005957675094271354,6.776534312234268,0.007365044017118808,0.02237370084450985,0.04216763714956841,17.46202869400314,17.56758069249774,18.070065351857775,17.75607911168314,18.137950278754445,,,,,
rxn01200_d0_f,,0.0648477055681757,0.0,0.0,0.0,0.0,0.0,0.0028988488824946744,3.2972843613268066,0.0035836377917081007,0.01088645766412173,0.02051766937508992,9.416425550224991,10.609903862794932,8.828663869273106,10.34437627289543,12.050276901987925,,,,,
rxn01200_d0_r,,0.0080781832132356,0.006431222,0.006060481,0.00653708,0.005748868,0.006093741,0.0,0.0,0.0,0.0,0.0,1.1730193095041686,1.3216928267163914,1.0998008894714504,1.2886156268280773,1.501122418003524,,,,,
rxn01207_d0_f,,0.0450272090066626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3663001800924108,2.4668530926640835,1.8220623192201724,3.986100420260603,1.515387637506779,,,,,
rxn01207_d0_r,,0.0450272090066626,0.005166531000000002,0.005896567999999991,0.005093336000000004,0.005759238999999999,0.005040166999999998,0.0,0.0,0.0,0.0,0.0,1.3663001800924108,2.4668530926640835,1.8220623192201724,3.986100420260603,1.515387637506779,,,,,
rxn01208_d0,,,0.0,0.0,0.0,0.0,0.0,3.9477906221670894e-05,0.04490399054214255,4.8803688087299975e-05,0.0001482569710155208,0.00027941940415327485,,,,,,,,,,
rxn01211_d0_f,,0.0321109812426183,0.028325200000000002,0.028529285999999997,0.030806184,0.030751942999999997,0.029287577000000002,5.875781391133077e-05,0.06683384638831263,7.263804738575708e-05,0.0002206615382556838,0.0004158800433909681,1.6700364442183018,1.5198490617318985,1.8830167359333785,1.6525451022680853,1.524101186924165,,,,,
rxn01211_d0_r,,0.0284058422667374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.477338591920899,1.344480643260621,1.6657440637646763,1.461865495763626,1.3482421352124654,,,,,
rxn01213_d0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rxn01249_d0_f,,0.0132864371406949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91411304751058,0.6060177234581168,0.9847330396497987,0.4945473721023549,0.6689832200648398,,,,,
rxn01249_d0_r,,0.0132864371406949,0.011011242999999997,0.010951519,0.011313677000000001,0.010830284000000003,0.010939240000000003,0.0,0.0,0.0,0.0,0.0,0.91411304751058,0.6060177234581168,0.9847330396497987,0.4945473721023549,0.6689832200648398,,,,,
rxn01255_d0,{'Chorismate_biosynthesis_in_plants'},0.0122847889380014,0.0,0.0,0.0,0.0,0.0,0.00015997732928200355,0.18196558958065884,0.0001977684337026048,0.000600785516266383,0.0011322983993885599,0.546839001208189,0.618053530702347,0.4963378975025035,0.6306707714430525,0.6533679804468417,44.51350397373204,50.3104720660258,40.40263939473497,51.3375341347664,53.185120537620925
rxn01256_d0,{'Tyrosine_and_phenylalanine_metabolism_in_plants'},0.0050316810433121,0.002278537,0.001956046,0.00227958,0.002559215,0.002960801,0.0001544687842278177,0.17569991648175573,0.0001909586167601914,0.0005800984970549166,0.0010933096453206643,0.4362162180295722,0.4077614600175439,0.3510337369920455,0.4910355505258406,0.5224622601043678,86.69393275819134,81.0388131734854,69.7647036786283,97.58876731236704,103.83453474237888
rxn01257_d0_f,,0.0374556363305869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0281470453585104,0.7315384442399054,1.3785886646714989,0.5317235187668283,1.2608173077961586,,,,,
rxn01257_d0_r,,0.0374556363305869,0.004013061999999998,0.003615499000000001,0.003951310999999999,0.003967524,0.004571915000000003,0.0,0.0,0.0,0.0,0.0,1.0281470453585104,0.7315384442399054,1.3785886646714989,0.5317235187668283,1.2608173077961586,,,,,
rxn01258_d0_f,,0.012205707105898,0.0,0.0,0.00012517000000000084,9.190999999999713e-05,8.308900000000147e-05,0.0,0.0,0.0,0.0,0.0,0.9830358698939692,0.4998370546745529,0.6433967589291745,0.3158391776243491,0.3105919122133926,,,,,
rxn01258_d0_r,,0.012205707105898,4.7600000000272424e-07,0.0003505350000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9830358698939692,0.4998370546745529,0.6433967589291745,0.3158391776243491,0.3105919122133926,,,,,
rxn01301_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn01301_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,5.2331178014773086e-05,0.05952389443958439,6.469326095293244e-05,0.0001965266825089461,0.0003703931636450384,0.0,0.0,0.0,0.0,0.0,,,,,
rxn01302_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn01302_d0_r,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn01332_d0,{'Chorismate_biosynthesis_in_plants'},0.0091863299486399,0.001430094,0.00078401,0.001772404,0.001722485,0.001627386,0.00015997732928200358,0.18196558958065887,0.00019776843370260483,0.0006007855162663831,0.0011322983993885599,0.3016669700203236,0.2226277319055206,0.9195480521877656,0.3351400770527417,0.2699965353758427,32.83868222749657,24.2346762145725,100.0996107617386,36.4824776517371,29.391121033684936
rxn01334_d0_f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
rxn01334_d0_r,,0.0060420457445862,0.0,0.0,0.000392914,0.0,0.0,0.0028988488824946744,2.4426424142320755,0.0035836377917081007,0.010886457664121732,0.02051766937508992,2.468649918565804,2.4426424142320755,2.459010141614141,2.4942664550875007,2.580277071535669,,,,,
rxn01345_d0,{'Calvin-Benson-Bassham_cycle_in_plants'},0.0,0.0,0.0,0.0,0.0,0.0,0.0028988488824946744,2.442642414232075,0.0035836377917081007,0.01088645766412173,0.02051766937508992,0.0,0.0,0.0,0.0,0.0,119.5954926139452,119.5954926139452,119.5954926139452,119.5954926139452,119.5954926139452
rxn01353_d0_f,,0.0355595495182287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7757838820589541,0.5203429060271874,1.0102017014205418,0.5494008275005906,0.5448598779948244,,,,,
rxn01353_d0_r,,0.0355595495182287,0.006264567,0.006337106,0.005603313,0.006080389,0.006130338,0.0,0.0,0.0,0.0,0.0,0.7757838820589541,0.5203429060271874,1.0102017014205418,0.5494008275005906,0.5448598779948244,,,,,
rxn01361_c0_f,,,0.0,0.0,0.0,0.0,0.0,2.501797545443101e-05,0.02845659865752068,3.0927918613463356e-05,9.395354558541727e-05,0.00017707392472504047,,,,,,,,,,
rxn01361_c0_r,,,0.009188976000000001,0.007843828999999997,0.012990297000000001,0.011990834999999998,0.010184349000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
rxn01362_c0_f,,0.0913106763612525,0.016449332999999997,0.015696048000000004,0.018383981,0.017379641,0.016742109999999998,0.0,0.0,0.0,0.0,0.0,1.0764431952940725,1.1030850421346214,1.8503777386316216,1.542159431546439,1.3730301786452546,,,,,
rxn01362_c0_r,,0.0961952246868721,0.0,0.0,0.0,0.0,0.0,2.501797545443102e-05,0.028456598657520673,3.0927918613463356e-05,9.395354558541731e-05,0.0001770739247250405,1.134026152914452,1.162093171416873,1.9493613388542144,1.62465528602239,1.4464786791644415,,,,,
rxn01396_d0_f,,0.0838277487400429,0.0,0.0,7.295600000000249e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0943769696297143,1.1948387594599217,1.1253913083146492,1.3456411363719092,1.4480848969870026,,,,,
