rxn_ID	svpenalty_Control	svpenalty_FeLim	svpenalty_FeEX	svpenalty_ZnLim	svpenalty_ZnEx
rxn02811_d0_f	1.3017578	0.27175903	0.57250977	0.52111816	0.600647
rxn02811_d0_r	0.9515381	0.8432617	0.6479492	0.600708	1.1559448
rxn02832_d0	0.096995875	0	0	0.020975208	0
rxn02834_d0	0	0.104996115	0	0.026058637	0
rxn02835_d0_f	0.7579346	1.0291748	1.352478	1.0058594	1.0823975
rxn02835_d0_r	0.38134766	0	0.36956787	0	0.15905762
rxn02895_d0	2.308713	2.4907222	3.6939971	4.3073807	3.2963722
rxn02914_d0_f	0.0680542	0.611084	0.42749023	0	0.24578857
rxn02914_d0_r	7.01355	6.8883057	9.496155	9.316162	9.045227
rxn02928_d0_f	0.045776367	0	0	0	0
rxn02928_d0_r	0.0793457	1.2211304	0.24475098	0.26306152	1.9282227
rxn02929_d0_f	0.23358154	2.1871948	0.30212402	0.36413574	2.8052979
rxn02929_d0_r	0.31115723	0.3456421	0.18493652	0	0.24713135
rxn02937_d0	4.124451	4.6021876	4.616072	5.5760007	3.718807
rxn02938_d0_f	17.709656	19.913208	17.582825	5.742798	17.556152
rxn02938_d0_r	22.322144	25.183716	22.442017	11.672607	22.251099
rxn02988_d0_f	4.9561768	2.926941	2.3797607	2.5679321	3.2548828
rxn02988_d0_r	4.593872	1.6564331	1.1074219	1.367981	2.0621338
rxn03004_d0	2.9279237	4.7968545	4.126546	4.601766	4.2020535
rxn03062_d0_f	0.8149414	0.60009766	0.26708984	0.272583	1.0283813
rxn03062_d0_r	1.2580566	0.32946777	0.2902832	0.30163574	0.52423096
rxn03080_d0_f	2.5687256	1.4344482	1.1911621	1.0938721	2.0186157
rxn03080_d0_r	3.0649414	2.5570068	2.21167	2.2840576	2.9950562
rxn03084_d0	3.2895799	5.147861	4.733958	4.864065	4.1867685
rxn03108_d0_f	5.8636475	4.8344116	4.873474	4.8536987	4.86615
rxn03108_d0_r	5.0861816	4.0476685	4.015686	4.022156	4.074646
rxn03135_d0	0	0.18294789	0.097315714	0.09122282	0
rxn03136_d0_f	10.140015	10.755615	10.891541	11.231201	9.436249
rxn03136_d0_r	5.21344	5.5148926	5.651123	5.429016	3.9596558
rxn03137_d0	4.493745	4.383792	4.683047	5.077495	4.6520214
rxn03147_d0	4.4683833	4.715276	4.656282	5.1764913	5.0920563
rxn03175_d0_f	1.6491699	1.1124268	1.6697388	1.5562134	1.4638062
rxn03175_d0_r	1.1149902	0	0.71429443	0.6273804	0.6273804
rxn03891_d0	0	0	0	0	0
rxn03892_d0	0	0	0	0	0
rxn03907_d0_f	1.1713867	1.0944824	0.93914795	1.0731201	0.9659424
rxn03907_d0_r	1.0734863	1.1878662	1.1598511	1.1716309	1.2067871
rxn03908_d0	0	0	0	0	0
rxn03909_d0	0	0	0	0	0
rxn03910_d0	0	0	0	0	0
rxn03958_d0_f	0.42297363	0.7918091	0.7077637	0.7258911	0.53222656
rxn03958_d0_r	0.6804199	0.19927979	0.21875	0.31011963	0.123413086
rxn03983_d0	0.24513634	0	0	0	0
rxn04113_d0	0	0	0	0	0
rxn04954_c0_f	26.172241	37.10266	37.25757	32.98645	29.104065
rxn04954_c0_r	19.306396	24.068604	25.211914	20.338562	18.805908
rxn04996_d0	0	0	0	0	0
rxn05023_d0	0.28910384	0.7225309	0.6391876	0.7228609	0.6658576
rxn05024_d0	0	0	0	0	0
rxn05039_d0_f	1.6888949	1.1125724	1.0093665	1.0265894	1.2665781
rxn05039_d0_r	1.9680022	2.1309037	2.0177314	2.0496912	2.1952024
rxn05040_d0	0	0	0	0	0
rxn05104_d0	0	0	0	0	0
rxn05105_d0	0	0	0	0	0
rxn05106_d0_f	1.151001	1.4882812	1.2625732	1.2332764	1.5357666
rxn05106_d0_r	0.9119873	0.85668945	0.6705322	0.5977783	0.9571533
rxn05238_c0_i	154.54893	154.53346	154.54785	154.548	154.53905
rxn05238_c0_o	154.15761	154.14214	154.15652	154.15668	154.14772
rxn05238_d0_i	71.01141	70.96678	71.00852	71.00882	70.98241
rxn05238_d0_o	70.77669	70.732056	70.77379	70.77409	70.74768
rxn05287_d0	0	0	0	0	0
rxn05319_c0_i	351.55356	336.1129	333.51276	331.99924	339.76904
rxn05319_c0_o	12.471525	34.78741	34.889793	34.791603	31.16053
rxn05319_d0_i	324.0741	304.15756	301.77667	299.5754	310.4658
rxn05319_d0_o	2.48027	24.243898	23.250427	24.01278	19.922094
rxn05324_d0	0.8159618	0	0	0	0
rxn05325_d0	1.6207231	0	0.07740307	0.13860738	0.023901701
rxn05326_d0	1.0769609	0	0	0	0
rxn05330_d0_f	0.7923584	0.47351074	0.4151001	0	0.48614502
rxn05330_d0_r	0.4163208	1.3826294	1.4328613	1.0789795	1.4697876
rxn05331_d0_f	1.6149902	1.246582	0.53778076	0.73168945	0.75701904
rxn05331_d0_r	0.80267334	2.2282104	1.6243896	1.3043213	1.6741333
rxn05335_d0_f	0	0.075683594	0.027160645	0	0.4694214
rxn05335_d0_r	3.8319702	6.399475	6.530884	6.321533	6.05719
rxn05337_d0_f	1.2332153	1.7971191	1.8363037	1.6955566	1.7337036
rxn05337_d0_r	1.4290771	1.0026855	0.8110962	0.75231934	0.77697754
rxn05338_d0	1.4036772	0	0	0	0
rxn05340_d0_f	0.55218506	1.385498	1.4385986	1.0722656	1.2721558
rxn05340_d0_r	1.2468262	0.44677734	0.27618408	0.45043945	0.29211426
rxn05342_d0_f	2.8598022	4.3255615	4.3933105	4.382324	4.251892
rxn05342_d0_r	0.4954834	0.23254395	0.04852295	0.18334961	0.52197266
rxn05343_d0	1.7116767	1.452572	1.5909052	1.3643649	1.2488122
rxn05345_d0	0	0	0	0	0
rxn05346_d0	0.9131729	1.1834925	1.1796621	1.2420635	0.942023
rxn05348_d0	1.4739236	0.96658254	0.97390574	1.3643649	0.795874
rxn05350_d0	1.7116767	1.452572	1.5909052	1.3643649	1.2488122
rxn05465_d0_f	4.39624	4.494446	4.47876	4.5828247	4.5423584
rxn05465_d0_r	1.5088501	2.2452393	2.4162598	2.2246704	2.3793945
rxn05467_c0_i	200.2362	196.97023	197.41199	197.57407	197.26494
rxn05467_c0_o	119.92497	127.407875	125.04192	125.8102	126.921394
rxn05467_d0_i	158.20844	157.0576	157.18497	157.69043	157.87886
rxn05467_d0_o	77.95162	86.08595	84.05025	84.61093	85.03261
rxn05468_c0_i	130.32712	154.12561	154.46686	154.55595	153.33014
rxn05468_c0_o	188.07266	157.12183	156.44664	156.34465	158.06119
rxn05468_d0_i	69.605446	82.12913	82.24141	82.326	81.51546
rxn05468_d0_o	127.15566	84.966606	84.06212	83.957146	86.08522
rxn05736_d0	0	0	0	0	0
rxn06556_d0	0.68840075	1.0104879	0.82319635	0.84885424	0.80394274
rxn07441_d0_f	2.3190308	3.0008545	1.2631226	2.020935	3.1085815
rxn07441_d0_r	2.2022705	2.4006348	1.3070679	2.1383057	2.6585083
rxn07579_d0	0	0	0	0	0
rxn08217_c0_i	21.681343	22.620182	21.986856	22.17	22.989431
rxn08217_c0_o	22.767609	22.27722	23.001837	22.782799	21.94582
rxn08352_d0	0	0	0	0	0
rxn08392_d0_f	2.546753	0	0	0	2.4990845
rxn08392_d0_r	7.6758423	8.682617	8.623657	8.680542	9.002502
rxn08436_d0_f	9.850708	10.375549	10.602844	10.649597	10.506592
rxn08436_d0_r	9.689697	10.407166	10.658264	10.673401	10.480164
rxn08730_c0_i	5.6163626	1.7724302	0.40918478	0.43685907	0.7150173
rxn08730_c0_o	355.57874	355.71457	356.4773	356.44873	355.43707
rxn08730_d0_i	0	0	0	0	0
rxn08730_d0_o	342.6381	338.85355	342.81314	342.07278	343.20758
rxn08756_d0	0	0	0	0	0
rxn08766_d0	1.1166958	2.5883512	1.8974512	1.9136817	1.7738154
rxn09118_d0_i	0.96969676	1.3079352	1.157605	1.1644969	1.276115
rxn09118_d0_o	0.64623237	0.45555887	0.37540013	0.41506144	0.65892
rxn09121_c0_i	19.008223	16.384628	15.885527	17.083328	17.582628
rxn09121_c0_o	337.47076	339.73773	340.39755	340.13464	339.32263
rxn09121_d0_i	0	0	0	0	0
rxn09121_d0_o	317.89978	323.91656	324.70554	323.68997	323.80563
rxn09444_d0	0	0	0	0	0
rxn09449_d0	0	0	0	0	0
rxn09453_d0	0	0	0	0	0
rxn09736_c0_i	169.43576	165.68019	169.62685	169.72826	164.89957
rxn09736_c0_o	142.07988	145.3986	142.22185	141.9782	146.0715
rxn09736_d0_i	92.01322	86.62547	93.19572	92.57739	85.50963
rxn09736_d0_o	64.83317	66.51111	65.96653	65.00316	66.85739
rxn09817_d0_i	5.2451525	6.3405757	6.403478	6.5005584	6.5704226
rxn09817_d0_o	6.4271936	8.222005	8.266083	8.211579	8.115434
rxn09839_d0_i	0.060849175	0.17145422	0.5196838	0.43366566	0.1553869
rxn09839_d0_o	0.51954746	0.68486667	0.75216675	0.74113023	0.9813299
rxn10929_d0_i	12.633989	13.353451	13.318602	12.973828	12.460406
rxn10929_d0_o	12.909952	13.810406	13.599806	13.862176	14.478316
rxn10967_d0_i	28.372026	30.058655	29.94731	30.264477	28.527943
rxn10967_d0_o	10.746839	8.340472	9.198408	8.209505	10.090052
rxn11013_d0_i	16.66151	14.830772	16	15.166475	16.488064
rxn11013_d0_o	32.38142	33.787743	33.72547	34.243683	32.541176
rxn11040_d0	0	0	0	0	0
rxn11700_d0	0.06049135	0.053239524	0.059502386	0.058009427	0.059695303
rxn11702_d0	0.49530628	1.0850064	1.1715897	0.93413126	1.3052845
rxn11703_d0	0.19755286	0.37613395	0.4074873	0.25566846	0.5228398
rxn12282_d0	0	0	0	0	0
rxn13360_d0_i	0.8986666	0.4482389	0.3294147	0.3763705	0.45195127
rxn13360_d0_o	1.035088	1.0664659	1.1227965	1.1016762	1.0749964
rxn13361_d0_i	24.536224	17.947834	18.72419	18.133589	18.595913
rxn13361_d0_o	32.161797	35.607655	34.78631	35.241432	34.204597
rxn13365_d0_i	23.399302	22.414371	22.358547	22.300438	21.711231
rxn13365_d0_o	22.78071	23.6893	23.67145	23.790707	24.459095
rxn14012_d0	0	0	0	0	0
rxn14085_d0	0	0	0	0	0
rxn14094_d0	0	0	0	0	0
rxn14142_d0	0	0	0	0	0
rxn14261_d0	0	0	0	0	0
rxn15021_d0	0.4765715	0.26919794	0.29069412	0.43750596	0.10825896
rxn15022_d0	0	1.2890729	0	0	0.76410323
rxn15069_d0	4.198059	5.110718	4.6505737	4.456482	2.5406494
rxn15116_d0_f	0	0	0	0	0
rxn15116_d0_r	21.033936	19.4375	18.770569	19.239014	19.400146
rxn15166_d0	0	0	0	0	0
rxn15250_d0_f	0.9128418	0.41833496	0.9197998	0.98187256	2.4870605
rxn15250_d0_r	2.6903076	2.2991943	3.16156	2.874878	2.4325562
rxn15271_d0_f	25.44165	24.289368	23.326843	23.537842	23.092651
rxn15271_d0_r	0	0	0	0	0
rxn15280_d0_f	8.211548	5.9391785	10.377441	10.312988	5.8355103
rxn15280_d0_r	7.308716	6.684906	8.9375	8.970947	6.1573486
rxn15298_d0_f	0	2.5169678	2.8937988	3.0479736	1.4029541
rxn15298_d0_r	7.2938232	5.510132	4.605957	4.9017334	5.260376
rxn15364_d0_f	0.9260864	0.082336426	0	0	0
rxn15364_d0_r	0.32043457	1.8772583	0.7590332	0.5407715	1.8168945
rxn15435_d0	0	0	0	0	0
rxn15493_d0	15.859497	25.074646	17.527466	18.43451	21.08081
rxn15494_d0_f	29.649536	42.085754	35.361206	36.44751	37.398804
rxn15494_d0_r	0	0	0	0	0
rxn17196_d0	63.126953	9.951416	4.845276	3.9624634	11.935242
rxn17469_d0	0	0	0	0	0
rxn17744_d0_f	18.150513	21.70337	21.33313	21.147827	21.335815
rxn17744_d0_r	19.098999	23.317139	22.10437	22.065552	22.371216
rxn17803_d0_f	9.4053955	17.307251	17.368286	10.587769	10.421692
rxn17803_d0_r	9.426941	17.7052	17.708862	10.529602	10.307617
rxn18935_d0	0.24819028	0.006712794	0	0	0
rxn18936_d0_f	2.663086	1.2280273	1.1818237	1.0900879	1.3757935
rxn18936_d0_r	1.1995239	1.5916138	1.5447998	1.0865479	1.5911255
rxn18937_d0_f	4.2790527	2.3586426	2.274353	0	4.229431
rxn18937_d0_r	10.358337	11.819275	11.911011	9.540283	11.840149
rxn19027_d0_f	0.14312744	0.07775879	0.39471436	0.37652588	0.30273438
rxn19027_d0_r	0.3939209	0	0	0.009887695	0
rxn19029_d0_f	0	0.07788086	0.39471436	0.37652588	0.3027954
rxn19029_d0_r	0.18408203	0	0	0.009887695	0
rxn19030_d0	0.19766803	0.032722414	0.15700737	0.16151632	0.04003322
rxn19071_d0	0	0	0	0	0
rxn19240_d0_f	9.621643	9.281128	9.744995	9.5876465	9.302002
rxn19240_d0_r	10.327515	9.866455	9.964111	9.956543	9.920166
rxn19241_d0_f	2.2235107	2.5151978	2.0858765	2.1657715	2.2426758
